code;literal
Q100;BLEFAROPTOSIS CONGENITA
Q101;ECTROPION CONGENITO
Q102;ENTROPION CONGENITO
Q103;OTRAS MALFORMACIONES CONGENITAS DE LOS PARPADOS
Q104;AUSENCIA Y AGENESIA DEL APARATO LAGRIMAL
Q105;ESTENOSIS Y ESTRECHEZ CONGENITAS DEL CONDUCTO LAGRIMAL
Q106;OTRAS MALFORMACIONES CONGENITAS DEL APARATO LAGRIMAL
Q158;OTRAS MALFORMACIONES CONGENITAS DEL OJO, ESPECIFICADAS
Q113;MACROFTALMIA
Q158;OTRAS MALFORMACIONES CONGENITAS DEL OJO, ESPECIFICADAS
UNDEF;
Q103;OTRAS MALFORMACIONES CONGENITAS DE LOS PARPADOS
Q106;OTRAS MALFORMACIONES CONGENITAS DEL APARATO LAGRIMAL
Q107;MALFORMACION CONGENITA DE LA ORBITA
Q129;MALFORMACION CONGENITA DEL CRISTALINO, NO ESPECIFICADA
Q132;OTRAS MALFORMACIONES CONGENITAS DEL IRIS
Q134;OTRAS MALFORMACIONES CONGENITAS DE LA CORNEA
Q140;MALFORMACION CONGENITA DEL HUMOR VITREO
Q141;MALFORMACION CONGENITA DE LA RETINA
Q142;MALFORMACION CONGENITA DEL DISCO OPTICO
Q143;MALFORMACION CONGENITA DE LA COROIDES
Q149;MALFORMACION CONGENITA DEL SEGMENTO POSTERIOR DEL OJO, NO ESPECIFICADA
Q158;OTRAS MALFORMACIONES CONGENITAS DEL OJO, ESPECIFICADAS
Q159;MALFORMACIONES CONGENITAS DEL OJO, NO ESPECIFICADAS
Q160;AUSENCIA CONGENITA DEL PABELLON (DE LA OREJA)
Q161;AUSENCIA CONGENITA, ATRESIA O ESTRECHEZ DE CONDUCTO AUDITIVO (EXTERNO)
Q163;MALFORMACION CONGENITA DE LOS HUESECILLOS DEL OIDO
Q164;OTRAS MALFORMACIONES CONGENITAS DEL OIDO MEDIO
Q165;MALFORMACION CONGENITA DEL OIDO INTERNO
Q169;MALFORMACION CONGENITA DEL OIDO QUE CAUSA ALT DE LA AUDICION, SAI
Q170;OREJA SUPERNUMERARIA
Q162;AUSENCIA DE LA TROMPA DE EUSTAQUIO
Q164;OTRAS MALFORMACIONES CONGENITAS DEL OIDO MEDIO
Q171;MACROTIA
Q172;MICROTIA
Q173;OTRAS DEFORMIDADES DEL PABELLON AURICULAR
Q174;ANOMALIA DE LA POSICION DE LA OREJA
Q175;OREJA PROMINENTE
Q178;OTRAS MALFORMACIONES CONGENITAS DEL OIDO, ESPECIFICADAS
Q173;OTRAS DEFORMIDADES DEL PABELLON AURICULAR
Q178;OTRAS MALFORMACIONES CONGENITAS DEL OIDO, ESPECIFICADAS
Q179;MALFORMACION CONGENITA DEL OIDO, NO ESPECIFICADA
Q180;SENO, FISTULA O QUISTE DE LA HENDIDURA BRANQUIAL
Q181;SENO Y QUISTE PREAURICULAR
Q182;OTRAS MALFORMACIONES DE LAS HENDIDURAS BRANQUIALES
Q183;PTERIGION DEL CUELLO
Q184;MACROSTOMIA
Q185;MICROSTOMIA
Q186;MACROQUEILIA
Q187;MICROQUEILIA
Q188;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE CARA Y CUELLO
Q189;MALFORMACION CONGENITA DE LA CARA Y DEL CUELLO, NO ESPECIFICADA
Q248;OTRAS MALFORMACIONES CONGENITAS DEL CORAZON, ESPECIFICADAS
Q200;TRONCO ARTERIOSO COMUN
Q210;DEFECTO DEL TABIQUE VENTRICULAR
Q214;DEFECTO DEL TABIQUE AORTOPULMONAR
Q201;TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO DERECHO
Q202;TRANSPOSICION DE LOS GRANDES VASOS EN VENTRICULO IZQUIERDO
Q203;DISCORDANCIA DE LA CONEXION VENTRICULOARTERIAL
Q205;DISCORDANCIA DE LA CONEXION AURICULOVENTRICULAR
Q213;TETRALOGIA DE FALLOT
Q218;OTRAS MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS
Q204;VENTRICULO CON DOBLE ENTRADA
Q205;DISCORDANCIA DE LA CONEXION AURICULOVENTRICULAR
Q210;DEFECTO DEL TABIQUE VENTRICULAR
Q212;DEFECTO DEL TABIQUE AURICULOVENTRICULAR
Q218;OTRAS MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS
Q211;DEFECTO DEL TABIQUE AURICULAR
Q211;DEFECTO DEL TABIQUE AURICULAR
Q212;DEFECTO DEL TABIQUE AURICULOVENTRICULAR
Q208;OTRAS MALFORMACIONES CONGENITAS DE CAMARAS CARDIACAS Y SUS CONEXIONES
Q218;OTRAS MALFORMACIONES CONGENITAS DE LOS TABIQUES CARDIACOS
Q219;MALFORMACION CONGENITA DEL TABIQUE CARDIACO, NO ESPECIFICADA
Q220;ATRESIA DE LA VALVULA PULMONAR
Q221;ESTENOSIS CONGENITA DE LA VALVULA PULMONAR
Q222;INSUFICIENCIA CONGENITA DE LA VALVULA PULMONAR
Q223;OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA PULMONAR
Q224;ESTENOSIS CONGENITA DE LA VALVULA TRICUSPIDE
Q225;ANOMALIA DE EBSTEIN
Q230;ESTENOSIS CONGENITA DE LA VALVULA AORTICA
Q231;INSUFICIENCIA CONGENITA DE LA VALVULA AORTICA
Q232;ESTENOSIS MITRAL CONGENITA
Q233;INSUFICIENCIA MITRAL CONGENITA
Q234;SINDROME DE HIPOPLASIA DEL CORAZON IZQUIERDO
Q204;VENTRICULO CON DOBLE ENTRADA
Q205;DISCORDANCIA DE LA CONEXION AURICULOVENTRICULAR
Q206;ISOMERISMO DE LOS APENDICES AURICULARES
Q208;OTRAS MALFORMACIONES CONGENITAS DE CAMARAS CARDIACAS Y SUS CONEXIONES
Q209;MALFORMACION CONGENITA DE CAMARAS CARDIACAS Y SUS CONEXIONES, NO ESPEC
Q210;DEFECTO DEL TABIQUE VENTRICULAR
Q224;ESTENOSIS CONGENITA DE LA VALVULA TRICUSPIDE
Q225;ANOMALIA DE EBSTEIN
Q226;SINDROME DE HIPOPLASIA DEL CORAZON DERECHO
Q228;OTRAS MALFORMACIONES CONGENITAS DE LA VALVULA TRICUSPIDE
Q230;ESTENOSIS CONGENITA DE LA VALVULA AORTICA
Q231;INSUFICIENCIA CONGENITA DE LA VALVULA AORTICA
Q232;ESTENOSIS MITRAL CONGENITA
Q238;OTRAS MALFORMACIONES CONGENITAS DE LAS VALVULAS AORTICA Y MITRAL
Q240;DEXTROCARDIA
Q241;LEVOCARDIA
Q242;CORAZON TRIAURICULAR
Q243;ESTENOSIS DEL INFUNDIBULO PULMONAR
Q244;ESTENOSIS SUBAORTICA CONGENITA
Q245;MALFORMACION DE LOS VASOS CORONARIOS
Q246;BLOQUEO CARDIACO CONGENITO
Q248;OTRAS MALFORMACIONES CONGENITAS DEL CORAZON, ESPECIFICADAS
Q208;OTRAS MALFORMACIONES CONGENITAS DE CAMARAS CARDIACAS Y SUS CONEXIONES
Q209;MALFORMACION CONGENITA DE CAMARAS CARDIACAS Y SUS CONEXIONES, NO ESPEC
Q229;MALFORMACION CONGENITA DE LA VALVULA TRICUSPIDE, NO ESPECIFICADA
Q238;OTRAS MALFORMACIONES CONGENITAS DE LAS VALVULAS AORTICA Y MITRAL
Q239;MALFORMACION CONGENITA DE LAS VALVULAS AORTICA Y MITRAL, NO ESPECIF
Q245;MALFORMACION DE LOS VASOS CORONARIOS
Q248;OTRAS MALFORMACIONES CONGENITAS DEL CORAZON, ESPECIFICADAS
Q249;MALFORMACION CONGENITA DEL CORAZON, NO ESPECIFICADA
Q289;MALFORMACION CONGENITA DEL SISTEMA CIRCULATORIO, NO ESPECIFICADA
P293;PERSISTENCIA DE LA CIRCULACION FETAL
Q250;CONDUCTO ARTERIOSO PERMEABLE
Q251;COARTACION DE LA AORTA
Q252;ATRESIA DE LA AORTA
Q203;DISCORDANCIA DE LA CONEXION VENTRICULOARTERIAL
Q252;ATRESIA DE LA AORTA
Q253;ESTENOSIS DE LA AORTA
Q254;OTRAS MALFORMACIONES CONGENITAS DE LA AORTA
Q255;ATRESIA DE LA ARTERIA PULMONAR
Q256;ESTENOSIS DE LA ARTERIA PULMONAR
Q257;OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA PULMONAR
Q211;DEFECTO DEL TABIQUE AURICULAR
Q260;ESTENOSIS CONGENITA DE LA VENA CAVA
Q261;PERSISTENCIA DE LA VENA CAVA SUPERIOR IZQUIERDA
Q262;CONEXION ANOMALA TOTAL DE LAS VENAS PULMONARES
Q263;CONEXION ANOMALA PARCIAL DE LAS VENAS PULMONARES
Q264;CONEXION ANOMALA DE LAS VENAS PULMONARES, SIN OTRA ESPECIFICACION
Q265;CONEXION ANOMALA DE LA VENA PORTA
Q266;FISTULA ARTERIA HEPATICA-VENA PORTA
Q268;OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES VENAS
Q269;MALFORMACION CONGENITA DE LAS GRANDES VENAS, NO ESPECIFICADA
Q270;AUSENCIA E HIPOPLASIA CONGENITA DE LA ARTERIA UMBILICAL
Q271;ESTENOSIS CONGENITA DE LA ARTERIA RENAL
Q272;OTRAS MALFORMACIONES CONGENITAS DE LA ARTERIA RENAL
Q273;MALFORMACION ARTERIOVENOSA PERIFERICA
Q274;FLEBECTASIA CONGENITA
Q278;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA VASCULAR PERIFERICO, ESPEC
Q279;MALFORMACION CONGENITA DEL SISTEMA VASCULAR PERIFERICO, NO ESPECIF
Q281;OTRAS MALFORMACIONES DE LOS VASOS PRECEREBRALES
Q258;OTRAS MALFORMACIONES CONGENITAS DE LAS GRANDES ARTERIAS
Q259;MALFORMACION CONGENITA DE LAS GRANDES ARTERIAS, NO ESPECIFICADA
Q273;MALFORMACION ARTERIOVENOSA PERIFERICA
Q280;MALFORMACION ARTERIOVENOSA DE LOS VASOS PRECEREBRALES
Q281;OTRAS MALFORMACIONES DE LOS VASOS PRECEREBRALES
Q282;MALFORMACION ARTERIOVENOSA DE LOS VASOS CEREBRALES
Q283;OTRAS MALFORMACIONES DE LOS VASOS CEREBRALES
Q288;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA CIRCULATORIO, ESPECIFICADA
Q289;MALFORMACION CONGENITA DEL SISTEMA CIRCULATORIO, NO ESPECIFICADA
P293;PERSISTENCIA DE LA CIRCULACION FETAL
Q289;MALFORMACION CONGENITA DEL SISTEMA CIRCULATORIO, NO ESPECIFICADA
Q300;ATRESIA DE LAS COANAS
Q301;AGENESIA O HIPOPLASIA DE LA NARIZ
Q302;HENDIDURA, FISURA O MUESCA DE LA NARIZ
Q303;PERFORACION CONGENITA DEL TABIQUE NASAL
Q308;OTRAS MALFORMACIONES CONGENITAS DE LA NARIZ
Q309;MALFORMACION CONGENITA DE LA NARIZ, NO ESPECIFICADA
Q310;PTERIGION DE LA LARINGE
Q311;ESTENOSIS SUBGLOTICA CONGENITA
Q312;HIPOPLASIA LARINGEA
Q313;LARINGOCELE
Q314;ESTRIDOR LARINGEO CONGENITO
Q318;OTRAS MALFORMACIONES CONGENITAS DE LA LARINGE
Q319;MALFORMACION CONGENITA DE LA LARINGE, NO ESPECIFICADA
Q320;TRAQUEOMALACIA CONGENITA
Q321;OTRAS MALFORMACIONES CONGENITAS DE LA TRAQUEA
Q322;BRONCOMALACIA CONGENITA
Q323;ESTENOSIS CONGENITA DE LOS BRONQUIOS
Q324;OTRAS MALFORMACIONES CONGENITAS DE LOS BRONQUIOS
Q348;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL SISTEMA RESPIRATORIO
Q330;QUISTE PULMONAR CONGENITO
Q332;SECUESTRO DEL PULMON
Q333;AGENESIA DEL PULMON
Q336;HIPOPLASIA Y DISPLASIA PULMONAR
Q338;OTRAS MALFORMACIONES CONGENITAS DEL PULMON
Q331;LOBULO PULMONAR SUPERNUMERARIO
Q334;BRONQUIECTASIA CONGENITA
Q335;TEJIDO ECTOPICO EN EL PULMON
Q336;HIPOPLASIA Y DISPLASIA PULMONAR
Q338;OTRAS MALFORMACIONES CONGENITAS DEL PULMON
Q339;MALFORMACION CONGENITA DEL PULMON, NO ESPECIFICADA
Q340;ANOMALIA DE LA PLEURA
Q341;QUISTE CONGENITO DEL MEDIASTINO
Q348;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL SISTEMA RESPIRATORIO
Q348;OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL SISTEMA RESPIRATORIO
Q349;MALFORMACION CONGENITA DEL SISTEMA RESPIRATORIO, NO ESPECIFICADA
Q350;FISURA DEL PALADAR DURO, BILATERAL
Q351;FISURA DEL PALADAR DURO, UNILATERAL
Q352;FISURA DEL PALADAR BLANDO, BILATERAL
Q353;FISURA DEL PALADAR BLANDO, UNILATERAL
Q354;FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO, BILATERAL
Q355;FISURA DEL PALADAR DURO Y DEL PALADAR BLANDO, UNILATERAL
Q356;FISURA DEL PALADAR, LINEA MEDIA
Q357;FISURA DE LA UVULA
Q358;FISURA DEL PALADAR BILATERAL, SIN OTRA ESPECIFICACION
Q359;FISURA DEL PALADAR UNILATERAL, SIN OTRA ESPECIFICACION
Q360;LABIO LEPORINO, BILATERAL
Q361;LABIO LEPORINO, LINEA MEDIA
Q369;LABIO LEPORINO, UNILATERAL
Q370;FISURA DEL PALADAR DURO CON LABIO LEPORINO, BILATERAL
Q371;FISURA DEL PALADAR DURO CON LABIO LEPORINO, UNILATERAL
Q372;FISURA DEL PALADAR BLANDO CON LABIO LEPORINO, BILATERAL
Q373;FISURA DEL PALADAR BLANDO CON LABIO LEPORINO, UNILATERAL
Q374;FISURA DEL PALADAR DURO Y PALADAR BLANDO CON LABIO LEPORINO, BILATERAL
Q375;FISURA DE PALADAR DURO Y PALADAR BLANDO CON LABIO LEPORINO, UNILATERAL
Q378;FISURA DEL PALADAR CON LABIO LEPORINO BILATERAL, SIN OTRA ESPECIFICAC
Q379;FISURA DEL PALADAR CON LABIO LEPORINO UNILATERAL, SIN OTRA ESPECIFIC
Q381;ANQUILOGLOSIA
Q382;MACROGLOSIA
Q383;OTRAS MALFORMACIONES CONGENITAS DE LA LENGUA
Q380;MALFORMACIONES CONGENITAS DE LOS LABIOS, NO CLASIFICADAS EN OTRA PARTE
Q384;MALFORMACIONES CONGENITAS DE GLANDULAS Y DE LOS CONDUCTOS SALIVALES
Q385;MALFORMACIONES CONGENITAS DEL PALADAR, NO CLASIFICADAS EN OTRA PARTE
Q386;OTRAS MALFORMACIONES CONGENITAS DE LA BOCA
Q387;DIVERTICULO FARINGEO
Q388;OTRAS MALFORMACIONES CONGENITAS DE LA FARINGE
Q390;ATRESIA DEL ESOFAGO SIN MENCION DE FISTULA
Q391;ATRESIA DEL ESOFAGO CON FISTULA TRAQUEOESOFAGICA
Q392;FISTULA TRAQUEOESOFAGICA CONGENITA SIN MENCION DE ATRESIA
Q393;ESTRECHEZ O ESTENOSIS CONGENITA DEL ESOFAGO
Q394;PTERIGION DEL ESOFAGO
Q398;OTRAS MALFORMACIONES CONGENITAS DEL ESOFAGO
Q392;FISTULA TRAQUEOESOFAGICA CONGENITA SIN MENCION DE ATRESIA
Q395;DILATACION CONGENITA DEL ESOFAGO
Q396;DIVERTICULO DEL ESOFAGO
Q398;OTRAS MALFORMACIONES CONGENITAS DEL ESOFAGO
Q400;ESTENOSIS HIPERTROFICA CONGENITA DEL PILORO
Q401;HERNIA HIATAL CONGENITA
Q402;OTRAS MALFORMACIONES CONGENITAS DEL ESTOMAGO, ESPECIFICADAS
Q402;OTRAS MALFORMACIONES CONGENITAS DEL ESTOMAGO, ESPECIFICADAS
Q408;OTRAS MALFORMACIONES CONGENITAS DE LA PARTE SUPERIOR DE TUBO DIGESTIVO
Q380;MALFORMACIONES CONGENITAS DE LOS LABIOS, NO CLASIFICADAS EN OTRA PARTE
Q384;MALFORMACIONES CONGENITAS DE GLANDULAS Y DE LOS CONDUCTOS SALIVALES
Q385;MALFORMACIONES CONGENITAS DEL PALADAR, NO CLASIFICADAS EN OTRA PARTE
Q386;OTRAS MALFORMACIONES CONGENITAS DE LA BOCA
Q388;OTRAS MALFORMACIONES CONGENITAS DE LA FARINGE
Q399;MALFORMACION CONGENITA DEL ESOFAGO, NO ESPECIFICADA
Q403;MALFORMACION CONGENITA DEL ESTOMAGO, NO ESPECIFICADA
Q408;OTRAS MALFORMACIONES CONGENITAS DE LA PARTE SUPERIOR DE TUBO DIGESTIVO
Q409;MALFORMACION CONGENITA DE PARTE SUPERIOR DEL TUBO DIGESTIVO, NO ESPEC
Q430;DIVERTICULO DE MECKEL
Q410;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL DUODENO
Q411;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL YEYUNO
Q412;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ILEON
Q418;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DE OP ESPEC INTESTINO DELGADO
Q419;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA INTEST DELGADO, PARTE NO ESPEC
Q420;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL RECTO, CON FISTULA
Q421;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL RECTO, SIN FISTULA
Q422;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ANO, CON FISTULA
Q423;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DEL ANO, SIN FISTULA
Q428;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA DE OP DEL INTESTINO GRUESO
Q429;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA INTEST GRUESO, PARTE NO ESPEC
Q431;ENFERMEDAD DE HIRSCHSPRUNG
Q432;OTROS TRASTORNOS FUNCIONALES CONGENITOS DEL COLON
Q438;OTRAS MALFORMACIONES CONGENITAS DEL INTESTINO, ESPECIFICADAS
Q433;MALFORMACIONES CONGENITAS DE LA FIJACION DEL INTESTINO
Q429;AUSENCIA, ATRESIA Y ESTENOSIS CONGENITA INTEST GRUESO, PARTE NO ESPEC
Q434;DUPLICACION DEL INTESTINO
Q435;ANO ECTOPICO
Q436;FISTULA CONGENITA DEL RECTO Y DEL ANO
Q437;PERSISTENCIA DE LA CLOACA
Q438;OTRAS MALFORMACIONES CONGENITAS DEL INTESTINO, ESPECIFICADAS
Q439;MALFORMACION CONGENITA DEL INTESTINO, NO ESPECIFICADA
Q440;AGENESIA, APLASIA E HIPOPLASIA DE LA VESICULA BILIAR
Q441;OTRAS MALFORMACIONES CONGENITAS DE LA VESICULA BILIAR
Q442;ATRESIA DE LOS CONDUCTOS BILIARES
Q443;ESTRECHEZ Y ESTENOSIS CONGENITA DE LOS CONDUCTOS BILIARES
Q444;QUISTE DEL COLEDOCO
Q445;OTRAS MALFORMACIONES CONGENITAS DE LOS CONDUCTOS BILIARES
Q446;ENFERMEDAD QUISTICA DEL HIGADO
Q447;OTRAS MALFORMACIONES CONGENITAS DEL HIGADO
Q450;AGENESIA, APLASIA E HIPOPLASIA DEL PANCREAS
Q451;PANCREAS ANULAR
Q452;QUISTE CONGENITO DEL PANCREAS
Q453;OTRAS MALFORMACIONES CONGENITAS DE PANCREAS Y DEL CONDUCTO PANCREATICO
Q458;OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA DIGESTIVO, ESPECIFICADAS
Q459;MALFORMACION CONGENITA DEL SISTEMA DIGESTIVO, NO ESPECIFICADA
Q500;AUSENCIA CONGENITA DE OVARIO
Q501;QUISTE EN DESARROLLO DEL OVARIO
Q502;TORSION CONGENITA DEL OVARIO
Q503;OTRAS MALFORMACIONES CONGENITAS DE LOS OVARIOS
Q504;QUISTE EMBRIONARIO DE LA TROMPA DE FALOPIO
Q505;QUISTE EMBRIONARIO DEL LIGAMENTO ANCHO
Q506;OTRAS MALFORMACIONES CONGENITAS DE TROMPA DE FALOPIO Y LIGAMENTO ANCHO
Q511;DUPLICACION DEL UTERO CON DUPLICACION DEL CUELLO UTERINO Y DE VAGINA
Q512;OTRA DUPLICACION DEL UTERO
Q518;OTRAS MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q504;QUISTE EMBRIONARIO DE LA TROMPA DE FALOPIO
Q510;AGENESIA Y APLASIA DEL UTERO
Q513;UTERO BICORNE
Q514;UTERO UNICORNE
Q517;FISTULA CONGENITA ENTRE EL UTERO Y EL TRACTO DIGESTIVO Y URINARIO
Q518;OTRAS MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q519;MALFORMACION CONGENITA DEL UTERO Y DEL CUELLO UTERINO, NO ESPECIFICADA
Q515;AGENESIA Y APLASIA DEL CUELLO UTERINO
Q516;QUISTE EMBRIONARIO DEL CUELLO UTERINO
Q518;OTRAS MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q519;MALFORMACION CONGENITA DEL UTERO Y DEL CUELLO UTERINO, NO ESPECIFICADA
Q520;AUSENCIA CONGENITA DE LA VAGINA
Q521;DUPLICACION DE LA VAGINA
Q522;FISTULA RECTOVAGINAL CONGENITA
Q523;HIMEN IMPERFORADO
Q524;OTRAS MALFORMACIONES CONGENITAS DE LA VAGINA
Q525;FUSION DE LABIOS DE LA VULVA
Q526;MALFORMACION CONGENITA DEL CLITORIS
Q527;OTRAS MALFORMACIONES CONGENITAS DE LA VULVA
Q528;OTRAS MALFORMACIONES CONGENITAS DE LOS ORG GENITALES FEMENINOS, ESPEC
Q530;ECTOPIA TESTICULAR
Q531;TESTICULO NO DESCENDIDO, UNILATERAL
Q532;TESTICULO NO DESCENDIDO, BILATERAL
Q539;TESTICULO NO DESCENDIDO, SIN OTRA ESPECIFICACION
Q552;OTRAS MALFORMACIONES CONGENITAS DE LOS TESTICULOS Y DEL ESCROTO
Q540;HIPOSPADIAS DEL GLANDE
Q541;HIPOSPADIAS PENEANA
Q542;HIPOSPADIAS PENOSCROTAL
Q543;HIPOSPADIAS PERINEAL
Q544;ENCORDAMIENTO CONGENITO DEL PENE
Q548;OTRAS HIPOSPADIAS
Q549;HIPOSPADIAS, NO ESPECIFICADA
Q640;EPISPADIAS
Q560;HERMAFRODITISMO, NO CLASIFICADO EN OTRA PARTE
Q561;SEUDOHERMAFRODITISMO MASCULINO, NO CLASIFICADO EN OTRA PARTE
Q562;SEUDOHERMAFRODITISMO FEMENINO, NO CLASIFICADO EN OTRA PARTE
Q563;SEUDOHERMAFRODITISMO, NO ESPECIFICADO
Q564;SEXO INDETERMINADO, SIN OTRA ESPECIFICACION
Q991;HERMAFRODITA VERDADERO 46,XX
Q506;OTRAS MALFORMACIONES CONGENITAS DE TROMPA DE FALOPIO Y LIGAMENTO ANCHO
Q518;OTRAS MALFORMACIONES CONGENITAS DEL UTERO Y DEL CUELLO UTERINO
Q528;OTRAS MALFORMACIONES CONGENITAS DE LOS ORG GENITALES FEMENINOS, ESPEC
Q549;HIPOSPADIAS, NO ESPECIFICADA
Q550;AUSENCIA Y APLASIA DEL TESTICULO
Q551;HIPOPLASIA DEL TESTICULO Y DEL ESCROTO
Q552;OTRAS MALFORMACIONES CONGENITAS DE LOS TESTICULOS Y DEL ESCROTO
Q553;ATRESIA DEL CONDUCTO DEFERENTE
Q554;OTR MALFORM CONGENIT COND DEFERENTES EPIDIDIMO VESIC SEMINALES PROSTAT
Q555;APLASIA Y AUSENCIA CONGENITA DEL PENE
Q556;OTRAS MALFORMACIONES CONGENITAS DEL PENE
Q558;OTRAS MALFORM CONGENITAS DE LOS ORGANOS GENITALES MASCULINOS, ESPECIF
Q524;OTRAS MALFORMACIONES CONGENITAS DE LA VAGINA
Q528;OTRAS MALFORMACIONES CONGENITAS DE LOS ORG GENITALES FEMENINOS, ESPEC
Q529;MALFORMACION CONGENITA DE LOS GENITALES FEMENINOS, NO ESPECIFICADA
Q552;OTRAS MALFORMACIONES CONGENITAS DE LOS TESTICULOS Y DEL ESCROTO
Q554;OTR MALFORM CONGENIT COND DEFERENTES EPIDIDIMO VESIC SEMINALES PROSTAT
Q556;OTRAS MALFORMACIONES CONGENITAS DEL PENE
Q559;MALFORMACION CONGENITA DE LOS ORGANOS GENITALES MASCULINOS, NO ESPECIF
Q600;AGENESIA RENAL, UNILATERAL
Q601;AGENESIA RENAL, BILATERAL
Q602;AGENESIA RENAL, SIN OTRA ESPECIFICACION
Q603;HIPOPLASIA RENAL, UNILATERAL
Q604;HIPOPLASIA RENAL, BILATERAL
Q605;HIPOPLASIA RENAL, NO ESPECIFICADA
Q606;SINDROME DE POTTER
Q610;QUISTE RENAL SOLITARIO CONGENITO
Q611;RI�ON POLIQUISTICO, TIPO INFANTIL
Q612;RI�ON POLIQUISTICO, TIPO ADULTO
Q613;RI�ON POLIQUISTICO, TIPO NO ESPECIFICADO
Q614;DISPLASIA RENAL
Q615;RI�ON QUISTICO MEDULAR
Q618;OTRAS ENFERMEDADES RENALES QUISTICAS
Q619;ENFERMEDAD QUISTICA DEL RI�ON, NO ESPECIFICADA
Q620;HIDRONEFROSIS CONGENITA
Q621;ATRESIA Y ESTENOSIS DEL URETER
Q622;MEGALOURETER CONGENITO
Q623;OTROS DEFECTOS OBSTRUCTIVOS DE LA PELVIS RENAL Y DEL URETER
Q628;OTRAS MALFORMACIONES CONGENITAS DEL URETER
Q648;OTRAS MALFORMACIONES CONGENITAS DEL APARATO URINARIO, ESPECIFICADAS
N079;NEFROPATIA HEREDITARIA, NO CLASIFICADA EN OTRA PARTE, NO ESPECIFICADA
P960;INSUFICIENCIA RENAL CONGENITA
Q630;RI�ON SUPERNUMERARIO
Q631;RI�ON LOBULADO, FUSIONADO Y EN HERRADURA
Q632;RI�ON ECTOPICO
Q633;HIPERPLASIA RENAL Y RI�ON GIGANTE
Q638;OTRAS MALFORMACIONES CONGENITAS DEL RI�ON, ESPECIFICADAS
Q624;AGENESIA DEL URETER
Q625;DUPLICACION DEL URETER
Q626;MALA POSICION DEL URETER
Q627;REFLUJO VESICO-URETERO-RENAL CONGENITO
Q628;OTRAS MALFORMACIONES CONGENITAS DEL URETER
Q641;EXTROFIA DE LA VEJIGA URINARIA
Q642;VALVULAS URETRALES POSTERIORES CONGENITAS
Q643;OTRAS ATRESIAS Y ESTENOSIS DE LA URETRA Y DEL CUELLO DE LA VEJIGA
Q644;MALFORMACION DEL URACO
Q641;EXTROFIA DE LA VEJIGA URINARIA
Q645;AUSENCIA CONGENITA DE LA VEJIGA Y DE LA URETRA
Q646;DIVERTICULO CONGENITO DE LA VEJIGA
Q647;OTRAS MALFORMACIONES CONGENITAS DE LA VEJIGA Y DE LA URETRA
Q648;OTRAS MALFORMACIONES CONGENITAS DEL APARATO URINARIO, ESPECIFICADAS
Q628;OTRAS MALFORMACIONES CONGENITAS DEL URETER
Q638;OTRAS MALFORMACIONES CONGENITAS DEL RI�ON, ESPECIFICADAS
Q639;MALFORMACION CONGENITA DEL RI�ON, NO ESPECIFICADA
Q647;OTRAS MALFORMACIONES CONGENITAS DE LA VEJIGA Y DE LA URETRA
Q649;MALFORMACION CONGENITA DEL APARATO URINARIO, NO ESPECIFICADA
Q606;SINDROME DE POTTER
Q670;ASIMETRIA FACIAL
Q671;FACIES COMPRIMIDA
Q672;DOLICOCEFALIA
Q673;PLAGIOCEFALIA
Q674;OTRAS DEFORMIDADES CONGENITAS DEL CRANEO, DE LA CARA Y DE LA MANDIBULA
Q680;DEFORMIDAD CONGENITA DEL MUSCULO ESTERNOCLEIDOMASTOIDEO
Q675;DEFORMIDAD CONGENITA DE LA COLUMNA VERTEBRAL
Q763;ESCOLIOSIS CONGENITA DEBIDA A MALFORMACION CONGENITA OSEA
